Name,NameC,Category,CategoryIndex,Cmd,ObjectCode,DataType,Access,LowerLimit,UpperLimit,DefaultValue,Unit,VariableName,NonVolatile,DriveStatus,Effective,Public,Transform,402Index,402SubIndex,402ObjectCode,402DataType,402LowerLimit,402UpperLimit,402DefaultValue,402Unit,Description,InternalNotes,PDOMapping,ModbusStartAddress,ModbusLength,正确性,备注,ParamsType
Electrical Angle Calibration Enable,电角度校准开关,FTParam,174,,Val,UNS8,RW,N,1,0,-,elec_angle_calib_enable,Y,Disabled,立即,Y,1,0x5003,0x00,Val,UNS8,0,255,0,-,,,,,,,,柔性参数
Electrical Angle Calibration Position Table1,电角度校准位置表1,FTParam,175,,Array,INTEGER32,RW,N,N,0,P,elec_angle_calib_position_table[1],Y,Disabled,立即,Y,1,0x5004,0x01,Array,INTEGER32,-2147483648,2147483647,0,P,,,,,,,,柔性参数
Electrical Angle Calibration Position Table2,电角度校准位置表2,FTParam,175,,Array,INTEGER32,RW,N,N,0,P,elec_angle_calib_position_table[2],Y,Disabled,立即,Y,1,0x5004,0x02,Array,INTEGER32,-2147483648,2147483647,0,P,,,,,,,,柔性参数
Electrical Angle Calibration Position Table3,电角度校准位置表3,FTParam,175,,Array,INTEGER32,RW,N,N,0,P,elec_angle_calib_position_table[3],Y,Disabled,立即,Y,1,0x5004,0x03,Array,INTEGER32,-2147483648,2147483647,0,P,,,,,,,,柔性参数
Electrical Angle Calibration Position Table4,电角度校准位置表4,FTParam,175,,Array,INTEGER32,RW,N,N,0,P,elec_angle_calib_position_table[4],Y,Disabled,立即,Y,1,0x5004,0x04,Array,INTEGER32,-2147483648,2147483647,0,P,,,,,,,,柔性参数
Electrical Angle Calibration Position Table5,电角度校准位置表5,FTParam,175,,Array,INTEGER32,RW,N,N,0,P,elec_angle_calib_position_table[5],Y,Disabled,立即,Y,1,0x5004,0x05,Array,INTEGER32,-2147483648,2147483647,0,P,,,,,,,,柔性参数
Electrical Angle Calibration Position Table6,电角度校准位置表6,FTParam,175,,Array,INTEGER32,RW,N,N,0,P,elec_angle_calib_position_table[6],Y,Disabled,立即,Y,1,0x5004,0x06,Array,INTEGER32,-2147483648,2147483647,0,P,,,,,,,,柔性参数
Electrical Angle Calibration Position Table7,电角度校准位置表7,FTParam,175,,Array,INTEGER32,RW,N,N,0,P,elec_angle_calib_position_table[7],Y,Disabled,立即,Y,1,0x5004,0x07,Array,INTEGER32,-2147483648,2147483647,0,P,,,,,,,,柔性参数
Electrical Angle Calibration Position Table8,电角度校准位置表8,FTParam,175,,Array,INTEGER32,RW,N,N,0,P,elec_angle_calib_position_table[8],Y,Disabled,立即,Y,1,0x5004,0x08,Array,INTEGER32,-2147483648,2147483647,0,P,,,,,,,,柔性参数
Electrical Angle Calibration Position Table9,电角度校准位置表9,FTParam,175,,Array,INTEGER32,RW,N,N,0,P,elec_angle_calib_position_table[9],Y,Disabled,立即,Y,1,0x5004,0x09,Array,INTEGER32,-2147483648,2147483647,0,P,,,,,,,,柔性参数
Electrical Angle Calibration Position Table10,电角度校准位置表10,FTParam,175,,Array,INTEGER32,RW,N,N,0,P,elec_angle_calib_position_table[10],Y,Disabled,立即,Y,1,0x5004,0x0A,Array,INTEGER32,-2147483648,2147483647,0,P,,,,,,,,柔性参数
Electrical Angle Calibration Position Table11,电角度校准位置表11,FTParam,175,,Array,INTEGER32,RW,N,N,0,P,elec_angle_calib_position_table[11],Y,Disabled,立即,Y,1,0x5004,0x0B,Array,INTEGER32,-2147483648,2147483647,0,P,,,,,,,,柔性参数
Electrical Angle Calibration Position Table12,电角度校准位置表12,FTParam,175,,Array,INTEGER32,RW,N,N,0,P,elec_angle_calib_position_table[12],Y,Disabled,立即,Y,1,0x5004,0x0C,Array,INTEGER32,-2147483648,2147483647,0,P,,,,,,,,柔性参数
Electrical Angle Calibration Position Table13,电角度校准位置表13,FTParam,175,,Array,INTEGER32,RW,N,N,0,P,elec_angle_calib_position_table[13],Y,Disabled,立即,Y,1,0x5004,0x0D,Array,INTEGER32,-2147483648,2147483647,0,P,,,,,,,,柔性参数
Electrical Angle Calibration Position Table14,电角度校准位置表14,FTParam,175,,Array,INTEGER32,RW,N,N,0,P,elec_angle_calib_position_table[14],Y,Disabled,立即,Y,1,0x5004,0x0E,Array,INTEGER32,-2147483648,2147483647,0,P,,,,,,,,柔性参数
Electrical Angle Calibration Position Table15,电角度校准位置表15,FTParam,175,,Array,INTEGER32,RW,N,N,0,P,elec_angle_calib_position_table[15],Y,Disabled,立即,Y,1,0x5004,0x0F,Array,INTEGER32,-2147483648,2147483647,0,P,,,,,,,,柔性参数
Electrical Angle Calibration Position Table16,电角度校准位置表16,FTParam,175,,Array,INTEGER32,RW,N,N,0,P,elec_angle_calib_position_table[16],Y,Disabled,立即,Y,1,0x5004,0x10,Array,INTEGER32,-2147483648,2147483647,0,P,,,,,,,,柔性参数
Electrical Angle Calibration Position Table17,电角度校准位置表17,FTParam,175,,Array,INTEGER32,RW,N,N,0,P,elec_angle_calib_position_table[17],Y,Disabled,立即,Y,1,0x5004,0x11,Array,INTEGER32,-2147483648,2147483647,0,P,,,,,,,,柔性参数
Electrical Angle Calibration Position Table18,电角度校准位置表18,FTParam,175,,Array,INTEGER32,RW,N,N,0,P,elec_angle_calib_position_table[18],Y,Disabled,立即,Y,1,0x5004,0x12,Array,INTEGER32,-2147483648,2147483647,0,P,,,,,,,,柔性参数
Electrical Angle Calibration Position Table19,电角度校准位置表19,FTParam,175,,Array,INTEGER32,RW,N,N,0,P,elec_angle_calib_position_table[19],Y,Disabled,立即,Y,1,0x5004,0x13,Array,INTEGER32,-2147483648,2147483647,0,P,,,,,,,,柔性参数
Electrical Angle Calibration Position Table20,电角度校准位置表20,FTParam,175,,Array,INTEGER32,RW,N,N,0,P,elec_angle_calib_position_table[20],Y,Disabled,立即,Y,1,0x5004,0x14,Array,INTEGER32,-2147483648,2147483647,0,P,,,,,,,,柔性参数
Electrical Angle Calibration Position Table21,电角度校准位置表21,FTParam,175,,Array,INTEGER32,RW,N,N,0,P,elec_angle_calib_position_table[21],Y,Disabled,立即,Y,1,0x5004,0x15,Array,INTEGER32,-2147483648,2147483647,0,P,,,,,,,,柔性参数
Electrical Angle Calibration Position Table22,电角度校准位置表22,FTParam,175,,Array,INTEGER32,RW,N,N,0,P,elec_angle_calib_position_table[22],Y,Disabled,立即,Y,1,0x5004,0x16,Array,INTEGER32,-2147483648,2147483647,0,P,,,,,,,,柔性参数
Electrical Angle Calibration Position Table23,电角度校准位置表23,FTParam,175,,Array,INTEGER32,RW,N,N,0,P,elec_angle_calib_position_table[23],Y,Disabled,立即,Y,1,0x5004,0x17,Array,INTEGER32,-2147483648,2147483647,0,P,,,,,,,,柔性参数
Electrical Angle Calibration Position Table24,电角度校准位置表24,FTParam,175,,Array,INTEGER32,RW,N,N,0,P,elec_angle_calib_position_table[24],Y,Disabled,立即,Y,1,0x5004,0x18,Array,INTEGER32,-2147483648,2147483647,0,P,,,,,,,,柔性参数
Electrical Angle Calibration Position Table25,电角度校准位置表25,FTParam,175,,Array,INTEGER32,RW,N,N,0,P,elec_angle_calib_position_table[25],Y,Disabled,立即,Y,1,0x5004,0x19,Array,INTEGER32,-2147483648,2147483647,0,P,,,,,,,,柔性参数
Electrical Angle Calibration Position Table26,电角度校准位置表26,FTParam,175,,Array,INTEGER32,RW,N,N,0,P,elec_angle_calib_position_table[26],Y,Disabled,立即,Y,1,0x5004,0x1A,Array,INTEGER32,-2147483648,2147483647,0,P,,,,,,,,柔性参数
Electrical Angle Calibration Position Table27,电角度校准位置表27,FTParam,175,,Array,INTEGER32,RW,N,N,0,P,elec_angle_calib_position_table[27],Y,Disabled,立即,Y,1,0x5004,0x1B,Array,INTEGER32,-2147483648,2147483647,0,P,,,,,,,,柔性参数
Electrical Angle Calibration Position Table28,电角度校准位置表28,FTParam,175,,Array,INTEGER32,RW,N,N,0,P,elec_angle_calib_position_table[28],Y,Disabled,立即,Y,1,0x5004,0x1C,Array,INTEGER32,-2147483648,2147483647,0,P,,,,,,,,柔性参数
Electrical Angle Calibration Position Table29,电角度校准位置表29,FTParam,175,,Array,INTEGER32,RW,N,N,0,P,elec_angle_calib_position_table[29],Y,Disabled,立即,Y,1,0x5004,0x1D,Array,INTEGER32,-2147483648,2147483647,0,P,,,,,,,,柔性参数
Electrical Angle Calibration Position Table30,电角度校准位置表30,FTParam,175,,Array,INTEGER32,RW,N,N,0,P,elec_angle_calib_position_table[30],Y,Disabled,立即,Y,1,0x5004,0x1E,Array,INTEGER32,-2147483648,2147483647,0,P,,,,,,,,柔性参数
Electrical Angle Calibration Position Table31,电角度校准位置表31,FTParam,175,,Array,INTEGER32,RW,N,N,0,P,elec_angle_calib_position_table[31],Y,Disabled,立即,Y,1,0x5004,0x1F,Array,INTEGER32,-2147483648,2147483647,0,P,,,,,,,,柔性参数
Electrical Angle Calibration Position Table32,电角度校准位置表32,FTParam,175,,Array,INTEGER32,RW,N,N,0,P,elec_angle_calib_position_table[32],Y,Disabled,立即,Y,1,0x5004,0x20,Array,INTEGER32,-2147483648,2147483647,0,P,,,,,,,,柔性参数
Electrical Angle Calibration Position Table33,电角度校准位置表33,FTParam,175,,Array,INTEGER32,RW,N,N,0,P,elec_angle_calib_position_table[33],Y,Disabled,立即,Y,1,0x5004,0x21,Array,INTEGER32,-2147483648,2147483647,0,P,,,,,,,,柔性参数
Electrical Angle Calibration Position Table34,电角度校准位置表34,FTParam,175,,Array,INTEGER32,RW,N,N,0,P,elec_angle_calib_position_table[34],Y,Disabled,立即,Y,1,0x5004,0x22,Array,INTEGER32,-2147483648,2147483647,0,P,,,,,,,,柔性参数
Electrical Angle Calibration Position Table35,电角度校准位置表35,FTParam,175,,Array,INTEGER32,RW,N,N,0,P,elec_angle_calib_position_table[35],Y,Disabled,立即,Y,1,0x5004,0x23,Array,INTEGER32,-2147483648,2147483647,0,P,,,,,,,,柔性参数
Electrical Angle Calibration Position Table36,电角度校准位置表36,FTParam,175,,Array,INTEGER32,RW,N,N,0,P,elec_angle_calib_position_table[36],Y,Disabled,立即,Y,1,0x5004,0x24,Array,INTEGER32,-2147483648,2147483647,0,P,,,,,,,,柔性参数
Electrical Angle Calibration Position Table37,电角度校准位置表37,FTParam,175,,Array,INTEGER32,RW,N,N,0,P,elec_angle_calib_position_table[37],Y,Disabled,立即,Y,1,0x5004,0x25,Array,INTEGER32,-2147483648,2147483647,0,P,,,,,,,,柔性参数
Electrical Angle Calibration Position Table38,电角度校准位置表38,FTParam,175,,Array,INTEGER32,RW,N,N,0,P,elec_angle_calib_position_table[38],Y,Disabled,立即,Y,1,0x5004,0x26,Array,INTEGER32,-2147483648,2147483647,0,P,,,,,,,,柔性参数
Electrical Angle Calibration Position Table39,电角度校准位置表39,FTParam,175,,Array,INTEGER32,RW,N,N,0,P,elec_angle_calib_position_table[39],Y,Disabled,立即,Y,1,0x5004,0x27,Array,INTEGER32,-2147483648,2147483647,0,P,,,,,,,,柔性参数
Electrical Angle Calibration Position Table40,电角度校准位置表40,FTParam,175,,Array,INTEGER32,RW,N,N,0,P,elec_angle_calib_position_table[40],Y,Disabled,立即,Y,1,0x5004,0x28,Array,INTEGER32,-2147483648,2147483647,0,P,,,,,,,,柔性参数
Electrical Angle Calibration Value Table1,电角度校准值表1,FTParam,176,,Array,REAL32,RW,0,N,0,mrad,elec_angle_calib_value_table[1],Y,Disabled,立即,Y,1,0x5005,0x01,Array,INTEGER32,-2147483648,2147483647,0,mrad,,,,,,,,柔性参数
Electrical Angle Calibration Value Table2,电角度校准值表2,FTParam,176,,Array,REAL32,RW,0,N,0,mrad,elec_angle_calib_value_table[2],Y,Disabled,立即,Y,1,0x5005,0x02,Array,INTEGER32,-2147483648,2147483647,0,mrad,,,,,,,,柔性参数
Electrical Angle Calibration Value Table3,电角度校准值表3,FTParam,176,,Array,REAL32,RW,0,N,0,mrad,elec_angle_calib_value_table[3],Y,Disabled,立即,Y,1,0x5005,0x03,Array,INTEGER32,-2147483648,2147483647,0,mrad,,,,,,,,柔性参数
Electrical Angle Calibration Value Table4,电角度校准值表4,FTParam,176,,Array,REAL32,RW,0,N,0,mrad,elec_angle_calib_value_table[4],Y,Disabled,立即,Y,1,0x5005,0x04,Array,INTEGER32,-2147483648,2147483647,0,mrad,,,,,,,,柔性参数
Electrical Angle Calibration Value Table5,电角度校准值表5,FTParam,176,,Array,REAL32,RW,0,N,0,mrad,elec_angle_calib_value_table[5],Y,Disabled,立即,Y,1,0x5005,0x05,Array,INTEGER32,-2147483648,2147483647,0,mrad,,,,,,,,柔性参数
Electrical Angle Calibration Value Table6,电角度校准值表6,FTParam,176,,Array,REAL32,RW,0,N,0,mrad,elec_angle_calib_value_table[6],Y,Disabled,立即,Y,1,0x5005,0x06,Array,INTEGER32,-2147483648,2147483647,0,mrad,,,,,,,,柔性参数
Electrical Angle Calibration Value Table7,电角度校准值表7,FTParam,176,,Array,REAL32,RW,0,N,0,mrad,elec_angle_calib_value_table[7],Y,Disabled,立即,Y,1,0x5005,0x07,Array,INTEGER32,-2147483648,2147483647,0,mrad,,,,,,,,柔性参数
Electrical Angle Calibration Value Table8,电角度校准值表8,FTParam,176,,Array,REAL32,RW,0,N,0,mrad,elec_angle_calib_value_table[8],Y,Disabled,立即,Y,1,0x5005,0x08,Array,INTEGER32,-2147483648,2147483647,0,mrad,,,,,,,,柔性参数
Electrical Angle Calibration Value Table9,电角度校准值表9,FTParam,176,,Array,REAL32,RW,0,N,0,mrad,elec_angle_calib_value_table[9],Y,Disabled,立即,Y,1,0x5005,0x09,Array,INTEGER32,-2147483648,2147483647,0,mrad,,,,,,,,柔性参数
Electrical Angle Calibration Value Table10,电角度校准值表10,FTParam,176,,Array,REAL32,RW,0,N,0,mrad,elec_angle_calib_value_table[10],Y,Disabled,立即,Y,1,0x5005,0x0A,Array,INTEGER32,-2147483648,2147483647,0,mrad,,,,,,,,柔性参数
Electrical Angle Calibration Value Table11,电角度校准值表11,FTParam,176,,Array,REAL32,RW,0,N,0,mrad,elec_angle_calib_value_table[11],Y,Disabled,立即,Y,1,0x5005,0x0B,Array,INTEGER32,-2147483648,2147483647,0,mrad,,,,,,,,柔性参数
Electrical Angle Calibration Value Table12,电角度校准值表12,FTParam,176,,Array,REAL32,RW,0,N,0,mrad,elec_angle_calib_value_table[12],Y,Disabled,立即,Y,1,0x5005,0x0C,Array,INTEGER32,-2147483648,2147483647,0,mrad,,,,,,,,柔性参数
Electrical Angle Calibration Value Table13,电角度校准值表13,FTParam,176,,Array,REAL32,RW,0,N,0,mrad,elec_angle_calib_value_table[13],Y,Disabled,立即,Y,1,0x5005,0x0D,Array,INTEGER32,-2147483648,2147483647,0,mrad,,,,,,,,柔性参数
Electrical Angle Calibration Value Table14,电角度校准值表14,FTParam,176,,Array,REAL32,RW,0,N,0,mrad,elec_angle_calib_value_table[14],Y,Disabled,立即,Y,1,0x5005,0x0E,Array,INTEGER32,-2147483648,2147483647,0,mrad,,,,,,,,柔性参数
Electrical Angle Calibration Value Table15,电角度校准值表15,FTParam,176,,Array,REAL32,RW,0,N,0,mrad,elec_angle_calib_value_table[15],Y,Disabled,立即,Y,1,0x5005,0x0F,Array,INTEGER32,-2147483648,2147483647,0,mrad,,,,,,,,柔性参数
Electrical Angle Calibration Value Table16,电角度校准值表16,FTParam,176,,Array,REAL32,RW,0,N,0,mrad,elec_angle_calib_value_table[16],Y,Disabled,立即,Y,1,0x5005,0x10,Array,INTEGER32,-2147483648,2147483647,0,mrad,,,,,,,,柔性参数
Electrical Angle Calibration Value Table17,电角度校准值表17,FTParam,176,,Array,REAL32,RW,0,N,0,mrad,elec_angle_calib_value_table[17],Y,Disabled,立即,Y,1,0x5005,0x11,Array,INTEGER32,-2147483648,2147483647,0,mrad,,,,,,,,柔性参数
Electrical Angle Calibration Value Table18,电角度校准值表18,FTParam,176,,Array,REAL32,RW,0,N,0,mrad,elec_angle_calib_value_table[18],Y,Disabled,立即,Y,1,0x5005,0x12,Array,INTEGER32,-2147483648,2147483647,0,mrad,,,,,,,,柔性参数
Electrical Angle Calibration Value Table19,电角度校准值表19,FTParam,176,,Array,REAL32,RW,0,N,0,mrad,elec_angle_calib_value_table[19],Y,Disabled,立即,Y,1,0x5005,0x13,Array,INTEGER32,-2147483648,2147483647,0,mrad,,,,,,,,柔性参数
Electrical Angle Calibration Value Table20,电角度校准值表20,FTParam,176,,Array,REAL32,RW,0,N,0,mrad,elec_angle_calib_value_table[20],Y,Disabled,立即,Y,1,0x5005,0x14,Array,INTEGER32,-2147483648,2147483647,0,mrad,,,,,,,,柔性参数
Electrical Angle Calibration Value Table21,电角度校准值表21,FTParam,176,,Array,REAL32,RW,0,N,0,mrad,elec_angle_calib_value_table[21],Y,Disabled,立即,Y,1,0x5005,0x15,Array,INTEGER32,-2147483648,2147483647,0,mrad,,,,,,,,柔性参数
Electrical Angle Calibration Value Table22,电角度校准值表22,FTParam,176,,Array,REAL32,RW,0,N,0,mrad,elec_angle_calib_value_table[22],Y,Disabled,立即,Y,1,0x5005,0x16,Array,INTEGER32,-2147483648,2147483647,0,mrad,,,,,,,,柔性参数
Electrical Angle Calibration Value Table23,电角度校准值表23,FTParam,176,,Array,REAL32,RW,0,N,0,mrad,elec_angle_calib_value_table[23],Y,Disabled,立即,Y,1,0x5005,0x17,Array,INTEGER32,-2147483648,2147483647,0,mrad,,,,,,,,柔性参数
Electrical Angle Calibration Value Table24,电角度校准值表24,FTParam,176,,Array,REAL32,RW,0,N,0,mrad,elec_angle_calib_value_table[24],Y,Disabled,立即,Y,1,0x5005,0x18,Array,INTEGER32,-2147483648,2147483647,0,mrad,,,,,,,,柔性参数
Electrical Angle Calibration Value Table25,电角度校准值表25,FTParam,176,,Array,REAL32,RW,0,N,0,mrad,elec_angle_calib_value_table[25],Y,Disabled,立即,Y,1,0x5005,0x19,Array,INTEGER32,-2147483648,2147483647,0,mrad,,,,,,,,柔性参数
Electrical Angle Calibration Value Table26,电角度校准值表26,FTParam,176,,Array,REAL32,RW,0,N,0,mrad,elec_angle_calib_value_table[26],Y,Disabled,立即,Y,1,0x5005,0x1A,Array,INTEGER32,-2147483648,2147483647,0,mrad,,,,,,,,柔性参数
Electrical Angle Calibration Value Table27,电角度校准值表27,FTParam,176,,Array,REAL32,RW,0,N,0,mrad,elec_angle_calib_value_table[27],Y,Disabled,立即,Y,1,0x5005,0x1B,Array,INTEGER32,-2147483648,2147483647,0,mrad,,,,,,,,柔性参数
Electrical Angle Calibration Value Table28,电角度校准值表28,FTParam,176,,Array,REAL32,RW,0,N,0,mrad,elec_angle_calib_value_table[28],Y,Disabled,立即,Y,1,0x5005,0x1C,Array,INTEGER32,-2147483648,2147483647,0,mrad,,,,,,,,柔性参数
Electrical Angle Calibration Value Table29,电角度校准值表29,FTParam,176,,Array,REAL32,RW,0,N,0,mrad,elec_angle_calib_value_table[29],Y,Disabled,立即,Y,1,0x5005,0x1D,Array,INTEGER32,-2147483648,2147483647,0,mrad,,,,,,,,柔性参数
Electrical Angle Calibration Value Table30,电角度校准值表30,FTParam,176,,Array,REAL32,RW,0,N,0,mrad,elec_angle_calib_value_table[30],Y,Disabled,立即,Y,1,0x5005,0x1E,Array,INTEGER32,-2147483648,2147483647,0,mrad,,,,,,,,柔性参数
Electrical Angle Calibration Value Table31,电角度校准值表31,FTParam,176,,Array,REAL32,RW,0,N,0,mrad,elec_angle_calib_value_table[31],Y,Disabled,立即,Y,1,0x5005,0x1F,Array,INTEGER32,-2147483648,2147483647,0,mrad,,,,,,,,柔性参数
Electrical Angle Calibration Value Table32,电角度校准值表32,FTParam,176,,Array,REAL32,RW,0,N,0,mrad,elec_angle_calib_value_table[32],Y,Disabled,立即,Y,1,0x5005,0x20,Array,INTEGER32,-2147483648,2147483647,0,mrad,,,,,,,,柔性参数
Electrical Angle Calibration Value Table33,电角度校准值表33,FTParam,176,,Array,REAL32,RW,0,N,0,mrad,elec_angle_calib_value_table[33],Y,Disabled,立即,Y,1,0x5005,0x21,Array,INTEGER32,-2147483648,2147483647,0,mrad,,,,,,,,柔性参数
Electrical Angle Calibration Value Table34,电角度校准值表34,FTParam,176,,Array,REAL32,RW,0,N,0,mrad,elec_angle_calib_value_table[34],Y,Disabled,立即,Y,1,0x5005,0x22,Array,INTEGER32,-2147483648,2147483647,0,mrad,,,,,,,,柔性参数
Electrical Angle Calibration Value Table35,电角度校准值表35,FTParam,176,,Array,REAL32,RW,0,N,0,mrad,elec_angle_calib_value_table[35],Y,Disabled,立即,Y,1,0x5005,0x23,Array,INTEGER32,-2147483648,2147483647,0,mrad,,,,,,,,柔性参数
Electrical Angle Calibration Value Table36,电角度校准值表36,FTParam,176,,Array,REAL32,RW,0,N,0,mrad,elec_angle_calib_value_table[36],Y,Disabled,立即,Y,1,0x5005,0x24,Array,INTEGER32,-2147483648,2147483647,0,mrad,,,,,,,,柔性参数
Electrical Angle Calibration Value Table37,电角度校准值表37,FTParam,176,,Array,REAL32,RW,0,N,0,mrad,elec_angle_calib_value_table[37],Y,Disabled,立即,Y,1,0x5005,0x25,Array,INTEGER32,-2147483648,2147483647,0,mrad,,,,,,,,柔性参数
Electrical Angle Calibration Value Table38,电角度校准值表38,FTParam,176,,Array,REAL32,RW,0,N,0,mrad,elec_angle_calib_value_table[38],Y,Disabled,立即,Y,1,0x5005,0x26,Array,INTEGER32,-2147483648,2147483647,0,mrad,,,,,,,,柔性参数
Electrical Angle Calibration Value Table39,电角度校准值表39,FTParam,176,,Array,REAL32,RW,0,N,0,mrad,elec_angle_calib_value_table[39],Y,Disabled,立即,Y,1,0x5005,0x27,Array,INTEGER32,-2147483648,2147483647,0,mrad,,,,,,,,柔性参数
Electrical Angle Calibration Value Table40,电角度校准值表40,FTParam,176,,Array,REAL32,RW,0,N,0,mrad,elec_angle_calib_value_table[40],Y,Disabled,立即,Y,1,0x5005,0x28,Array,INTEGER32,-2147483648,2147483647,0,mrad,,,,,,,,柔性参数
Ferry Alignment Position1,摆渡车对齐位置1,FTParam,177,,Array,INTEGER32,RW,N,N,0,P,ferry_alignment_position[1],Y,Disabled,立即,Y,1,0x5006,0x01,Array,INTEGER32,-2147483648,2147483647,0,P,,,,,,,,柔性参数
Ferry Alignment Position2,摆渡车对齐位置2,FTParam,177,,Array,INTEGER32,RW,N,N,0,P,ferry_alignment_position[2],Y,Disabled,立即,Y,1,0x5006,0x02,Array,INTEGER32,-2147483648,2147483647,0,P,,,,,,,,柔性参数
Ferry Alignment Position3,摆渡车对齐位置3,FTParam,177,,Array,INTEGER32,RW,N,N,0,P,ferry_alignment_position[3],Y,Disabled,立即,Y,1,0x5006,0x03,Array,INTEGER32,-2147483648,2147483647,0,P,,,,,,,,柔性参数
Ferry Alignment Position4,摆渡车对齐位置4,FTParam,177,,Array,INTEGER32,RW,N,N,0,P,ferry_alignment_position[4],Y,Disabled,立即,Y,1,0x5006,0x04,Array,INTEGER32,-2147483648,2147483647,0,P,,,,,,,,柔性参数
FT Specific Char Data Set1,柔性传输线自定义字符数据组1,FTParam,178,,Val,UNS8,RW,N,N,0,-,ft_specific_char_data_set[1],Y,Enable,立即,Y,1,0x5007,0x01,Array,UNS8,0,255,0,-,,,,,,,,柔性参数
FT Specific Char Data Set2,柔性传输线自定义字符数据组2,FTParam,178,,Val,UNS8,RW,N,N,0,-,ft_specific_char_data_set[2],Y,Enable,立即,Y,1,0x5007,0x02,Array,UNS8,0,255,0,-,,,,,,,,柔性参数
FT Specific Char Data Set3,柔性传输线自定义字符数据组3,FTParam,178,,Val,UNS8,RW,N,N,0,-,ft_specific_char_data_set[3],Y,Enable,立即,Y,1,0x5007,0x03,Array,UNS8,0,255,0,-,,,,,,,,柔性参数
FT Specific Char Data Set4,柔性传输线自定义字符数据组4,FTParam,178,,Val,UNS8,RW,N,N,0,-,ft_specific_char_data_set[4],Y,Enable,立即,Y,1,0x5007,0x04,Array,UNS8,0,255,0,-,,,,,,,,柔性参数
FT Specific Char Data Set5,柔性传输线自定义字符数据组5,FTParam,178,,Val,UNS8,RW,N,N,0,-,ft_specific_char_data_set[5],Y,Enable,立即,Y,1,0x5007,0x05,Array,UNS8,0,255,0,-,,,,,,,,柔性参数
FT Specific Char Data Set6,柔性传输线自定义字符数据组6,FTParam,178,,Val,UNS8,RW,N,N,0,-,ft_specific_char_data_set[6],Y,Enable,立即,Y,1,0x5007,0x06,Array,UNS8,0,255,0,-,,,,,,,,柔性参数
FT Specific Char Data Set7,柔性传输线自定义字符数据组7,FTParam,178,,Val,UNS8,RW,N,N,0,-,ft_specific_char_data_set[7],Y,Enable,立即,Y,1,0x5007,0x07,Array,UNS8,0,255,0,-,,,,,,,,柔性参数
